	input//Best_Buy.edges	input//#ImolaGP.edges	input//#BuenFinSeguro.edges	input//Maluma.edges	input//KAROL.edges	input//#WonderAtMidnight.edges	input//#UnPeligroParaMexico.edges	input//#SiguesTuLopez.edges	input//#MasterChefMx.edges	input//SystemofaDown.edges	input//Halloween.edges	input//Worlds2020.edges	input//Brozo.edges	input//Cruz_Azul.edges	input//#AvisoCovidEdomex.edges	input//Chile.edges	input//#MatriomonioIgualitarioPuebla.edges	input//#Elecciones2020.edges	input//#DiaInternacionalDelHombre.edges	input//Rayados.edges	input//Viena.edges	input//#AntorchaAyudaATabasco.edges	input//#TarjetaRosa.edges	input//#Fakeministas.edges	input//#FelizLunes.edges	input//Pfizer.edges	input//#Fortnite.edges	input//#SalarioRosa2.edges	input//#JusticeForJohnnyDepp.edges	input//#ARMY.edges	input//#TheMandalorian.edges	input//#POSITIONS.edges	input//#LordMontajes.edges	input//Bloomberg.edges	input//Trump.edges	input//#LaBrujaDelPalacio.edges	input//Coco.edges	input//FONDEN.edges	input//#RatitaNoEstasSolo.edges	input//Best_Buy_Liquidacion.edges	input//#XSXFridgeSweeps.edges	input//#JusticiaParaAlexis.edges	input//#1MTrajeados.edges	input//#CovidDerrotaAPuebla.edges	input//Censura.edges	input//#OfrendaEdomex.edges	input//SpotifyWrapped.edges	input//Checo.edges	input//Ravens.edges	input//#AMLOLujoDePresidente.edges	input//DiaDeMuertos.edges	input//#SoloLasMujeresMenstruan.edges	input//HereWeGo.edges	input//#HappyAuronDay.edges	input//#Confetti.edges	input//#FelizMartes.edges	input//Pumas.edges	input//Chivas.edges	input//#NiallHoran.edges	input//#nosfaltajorge.edges	input//Europa_League.edges	input//Bob_Esponja.edges	input//Dinamarca.edges	input//#FelizMiercoles.edges	input//#HalaMadrid.edges	input//Yakult.edges	input//Manchester_United.edges	input//#SerieMundial.edges	input//#Xavi.edges	input//#ByeByeTrump.edges	input//#CuidemosTodosDeTodos.edges	input//Greta.edges	input//#TrumpvsBiden.edges	input//#Temblor.edges	input//#GoPackGo.edges
input//Best_Buy.edges	0	0.25676400468520755	0.40107473472761257	0.24658622938880015	0.2458200019748219	0.25577454482002715	0.29142036720211306	0.26582750803722177	0.2447550801403372	0.30891329436761095	0.3108028586376118	0.26244705253466094	0.21524151048652995	0.21590953977131788	0.36282088570419924	0.2120850690133843	0.2808225627326544	0.24100257677089132	0.2436552824736241	0.26281458699668303	0.20888161362916247	0.2676365917472491	0.4172733905603154	0.31150684006864215	0.24501869248520303	0.23500982160991168	0.25488246805175474	0.4729804781403064	0.26988424333845096	0.3307762309097255	0.2986320274605423	0.23815159602444191	0.2628217465643041	0.254996671081433	0.2098305362910161	0.25543632979849473	0.21527363755033468	0.25763244808357877	0.2718696587738796	0.21684851763158297	0.41558108527032267	0.26284618525674663	0.2655752382010348	0.3030357341610126	0.22738532800013178	0.40309781478750695	0.30891176194508285	0.20403150678499793	0.2475383360756923	0.2395568165969323	0.2341340137012129	0.24662317374178055	0.21863138080554	0.2555149864576035	0.2661530983794277	0.2869911456597388	0.2271211992495592	0.23719491834176198	0.2901723970875212	0.24482187286620105	0.21937258439307705	0.2735450511239943	0.2223733110158318	0.24115517264392872	0.2939092299082282	0.2504946326671159	0.27130344868177725	0.255153869835248	0.21155864335592434	0.26131097850979135	0.3545667049191341	0.35669245913631764	0.3182840155068596	0.2626606611941962	0.3164983616454883
input//#ImolaGP.edges	0.25676400468520755	0	0.4245461026720587	0.2557223965493839	0.2327859583719729	0.240982357950126	0.2530536877352163	0.24117108607597348	0.24241773248733023	0.35615780056045976	0.3314106067826178	0.30060647981929234	0.2766761263057048	0.271696636795275	0.3952951962072625	0.22561451331099247	0.26865248223281213	0.2924668697849996	0.27449661134679915	0.25216034275243426	0.28417503543024125	0.2431203489191608	0.4394957270495733	0.2716590823321692	0.2454742422214593	0.24845667842172037	0.2678966211945647	0.4894456552611137	0.2832165572915405	0.38729781975229416	0.2866497339608767	0.2994970145800455	0.23733130605873742	0.3080611734347971	0.2881240054626235	0.2292850084088267	0.24628633983241488	0.2496777649940115	0.2630188223322505	0.3161745916901092	0.4322342156940837	0.2239138881822812	0.23287057411954448	0.26451730370705784	0.23908051222584048	0.4320069880112696	0.33844043113901967	0.2694182650901499	0.25585056486183133	0.2213690380067268	0.2319020851191328	0.23441684544883556	0.26979945177840514	0.23862529154468903	0.2481984313439376	0.3266334812407632	0.2307778057828448	0.2330669359895765	0.26348139510140633	0.29495592740396404	0.3016601025276444	0.2765593204684089	0.23609097984668792	0.2289067154204889	0.3187620692839356	0.3258308104847576	0.2966775726798052	0.2548271344455969	0.2351973774787729	0.2764343773106901	0.37722061333669354	0.36859374773602005	0.2999652317304232	0.31820486425467975	0.297737271700253
input//#BuenFinSeguro.edges	0.40107473472761257	0.4245461026720587	0	0.406798367364798	0.37372527628033425	0.39178098774593617	0.3876656322162221	0.40850069993605276	0.42095193721571145	0.3782827827769085	0.4034855609029866	0.41950263146684363	0.39926111792879004	0.3481879171984863	0.27764130706111256	0.3980964856264303	0.38808551585215045	0.36032813303719	0.39729802642596235	0.4021856636300031	0.38865189765052455	0.44061325195023104	0.28225694740951335	0.45098028963546344	0.37252256006258555	0.39713510978735156	0.4033641634177312	0.4036983494302294	0.39965498184486425	0.3384398715406386	0.41469365056787855	0.4059328137699074	0.398817853363852	0.367630586530703	0.34333545088208384	0.3741666102992518	0.38936648057921586	0.41259628214604627	0.43254081180894755	0.40239374465266564	0.27663609893848695	0.4336954974622119	0.39737347537983425	0.41501211193042287	0.40575775038291606	0.2963066099901792	0.3514293169787105	0.35187813178006566	0.4146100996330321	0.37324174832723467	0.38991520497770993	0.39188933260898884	0.3587861634873104	0.3970242182698225	0.39852463461952214	0.4088108183577681	0.4052015717103117	0.40215614603939587	0.4306242182216278	0.34684795814830405	0.39853510987776475	0.40609289426013717	0.4036506496924587	0.38062689752506074	0.38867578761212784	0.3880413160745241	0.40037594185766867	0.4104023233952522	0.3868842951088647	0.3694638153940656	0.29158753561988526	0.39957622584257324	0.3979503488900097	0.37322171513802793	0.4449120259557223
input//Maluma.edges	0.24658622938880015	0.2557223965493839	0.406798367364798	0	0.15382737476139952	0.1659404304413412	0.19166070274693636	0.1812218251664084	0.18828367912897614	0.33940155344157574	0.2606415464972974	0.28998571529243433	0.23413371152688878	0.25815357024763186	0.38732986952007287	0.1865051435963666	0.20226434927106773	0.2710050902038931	0.2131395230472639	0.18499572024720679	0.24553770086410842	0.19643198310123677	0.4233056085352904	0.2297305276363334	0.1806039370770688	0.22887385950132388	0.22275598667283725	0.4591896332821922	0.2403359156128042	0.3801345772709407	0.24396637651812225	0.26876166963542036	0.18005197506235682	0.2919254698403032	0.2674213803987273	0.16886461861041757	0.1636460850882384	0.17729919348880352	0.19898629381878374	0.3062954372187341	0.4188783136756895	0.20086256564269855	0.1800052783889422	0.19512885296251747	0.23017074180420705	0.4015095252587292	0.3311070955302411	0.244617265688854	0.1797897012973455	0.16015826346562212	0.17742695192070324	0.18845218382301754	0.23918357868094975	0.18330977356934142	0.1895310154035884	0.2949636018946955	0.18765688453375573	0.15402800348761292	0.18340640394950514	0.28949388785827157	0.2477395635839742	0.27159444082342354	0.1680931897476441	0.16887300208636935	0.29984212817960987	0.2598190830310151	0.25620754456696626	0.2392686426158035	0.1390285548451733	0.23390813152992573	0.360147706113527	0.3752653116193795	0.25915707342116545	0.28422527112646667	0.31406262546066555
input//KAROL.edges	0.2458200019748219	0.2327859583719729	0.37372527628033425	0.15382737476139952	0	0.13123158694299708	0.14995497795113277	0.14241583383979795	0.1664618111725349	0.3167069977541984	0.2587995809392376	0.2813766314822649	0.24256535272227553	0.25375936779869757	0.351725430821644	0.1567733282666708	0.1672144138034256	0.2521678591759846	0.19218948769573319	0.1587880496627313	0.23393375981991027	0.17192272860552116	0.40314592215906364	0.20346106815949627	0.14677606720626812	0.21461951012199276	0.19867655733085143	0.4514055693418385	0.22452181657844694	0.3541800804934009	0.2355987124417055	0.25739127714538734	0.14912054762761562	0.26489658768270585	0.24184974373325274	0.13268041546756737	0.1501159536797797	0.1618387619495013	0.17363731712744002	0.29455671061026756	0.39440545725734333	0.16216453954934007	0.14771030491597936	0.1743289260779255	0.2033062634001861	0.3822103256605902	0.2985903971345375	0.2377070935645016	0.17117384358222032	0.12357511082376327	0.1551459951707731	0.1523920035326768	0.2305313173998763	0.14493439033947397	0.16286103935044616	0.2823781915194653	0.1590202379295027	0.1322925217696771	0.1879232417607899	0.28121848342781863	0.23070751631938835	0.24563025537561178	0.14291331973511678	0.14003693841867115	0.279654165550984	0.2620744521447933	0.26139445111999504	0.21051592187744783	0.13023314902136574	0.21090581374816053	0.33854427011283483	0.3556020232993822	0.23736794274967976	0.273872358769351	0.29661546955817397
input//#WonderAtMidnight.edges	0.25577454482002715	0.240982357950126	0.39178098774593617	0.1659404304413412	0.13123158694299708	0	0.15715414177950238	0.13597169824959987	0.175219838539601	0.33475147496988766	0.27239041170889333	0.2630103603216659	0.2207758291359383	0.2775276338878577	0.38247004922294536	0.17089522087524767	0.1684263648482417	0.2613061757849301	0.1973777746485278	0.16202919743988164	0.2477131290388308	0.16608416976562324	0.41443677043810223	0.2103624899549349	0.15025436435357586	0.23668014249142932	0.19131790435873453	0.4487333136855033	0.21895491022277547	0.3572300514945145	0.25795696092400666	0.27560517227228676	0.15410888824481483	0.2659192671049012	0.26599264248538323	0.13737044985404878	0.1535063795305076	0.15057543033529774	0.1680309122408694	0.3026714333801007	0.4108688382500014	0.1667181538386684	0.15140330483440734	0.17318910042839608	0.2189853838382958	0.3921961548793955	0.3230095135396177	0.25505381221082857	0.18744451399259865	0.1290773280699281	0.15742152843862778	0.17624253100361642	0.22663514671772333	0.1448143172684453	0.16189114733831156	0.2889923917793431	0.16699071143847832	0.13013687021214615	0.1837212837279888	0.2794171744902185	0.24089934887038456	0.25497472784990727	0.15070846214638367	0.14188952468241334	0.2721779054316841	0.2737788717805535	0.27369133035207693	0.21736268274279147	0.15318491305070836	0.22114244451688958	0.35713397256241297	0.3789526093826273	0.2616349268204774	0.2788252083575863	0.2947626015487399
input//#UnPeligroParaMexico.edges	0.29142036720211306	0.2530536877352163	0.3876656322162221	0.19166070274693636	0.14995497795113277	0.15715414177950238	0	0.16277342395888283	0.19345807271156334	0.3503764432477552	0.3052134029212896	0.2882836374078209	0.25540419068898235	0.29724335413654934	0.3646332803711547	0.20769787110180804	0.16907827993194036	0.28028057442859255	0.23554429348564132	0.1879800925654408	0.26301784891590885	0.1939319465669267	0.38935302004677064	0.2183910478010529	0.17502282296523142	0.2525487097549646	0.23411635285325738	0.43445620938045315	0.24690580481746893	0.3712319312312292	0.2784824314836354	0.29564840665058456	0.1671416598234715	0.2937972425430373	0.2897448748923147	0.1442338133554033	0.20691891869649748	0.20025879119726875	0.2007975889016982	0.33705683347685944	0.39076605067645154	0.18484075858766968	0.1706496090349724	0.18080806577730812	0.2522472424274951	0.36655479209275643	0.3327492392160597	0.2757849678439558	0.2302839831317558	0.1513244979072721	0.18569416184152143	0.18835751937626877	0.26363318462013374	0.1634217872068201	0.1832864369352799	0.29483372364532656	0.20757573074118407	0.17546348879409734	0.21077739890605485	0.3011872026585648	0.2926630681986053	0.2732428091589607	0.18534376196696656	0.1730436608673761	0.2824379629896536	0.3091086298035216	0.29029114685398894	0.23635566023981902	0.17057633495538804	0.23749987386789773	0.33617716210916193	0.38632972322706827	0.2770446548660217	0.298811041099022	0.3207823171137234
input//#SiguesTuLopez.edges	0.26582750803722177	0.24117108607597348	0.40850069993605276	0.1812218251664084	0.14241583383979795	0.13597169824959987	0.16277342395888283	0	0.14415179151112767	0.3318411473191816	0.27852646379011303	0.2737364024532719	0.23642439760026546	0.2812719346009044	0.3742217203903141	0.1646663468054711	0.1961261908084475	0.26370445025280176	0.20388302392440705	0.15902196324912266	0.24601327614939383	0.15804034392416233	0.4199163763737882	0.18776658356160814	0.17670857600284817	0.22921803800518536	0.20217046239772307	0.4730678572400364	0.21047882511242466	0.3705774312166543	0.25934582053749433	0.27197456664051567	0.1455690928664467	0.27343969331257656	0.2696051324579535	0.1444852836790057	0.16274835335444204	0.14059795378382056	0.17406625571221623	0.3203052733657834	0.42222288249038975	0.1407731977130524	0.1422089692712708	0.17291345587939133	0.20761511404365218	0.3951848167940989	0.31706563755256134	0.2582385701237726	0.1764942295542915	0.1410045423729902	0.16375258900857337	0.16199006039332753	0.24163513214672028	0.14107139593987583	0.16736676441483822	0.2868822128793944	0.15164973674889304	0.11629564391367675	0.17444443544178934	0.29439504853379395	0.23709019543911414	0.24461604066642584	0.14090624437921062	0.16525998720611523	0.2770177591164593	0.2667910196179817	0.26050301351742566	0.1996363966969943	0.15126238636352607	0.2322772483821769	0.36231662239051377	0.38198111903679166	0.2680311070881608	0.2822132791211567	0.28500706100280504
input//#MasterChefMx.edges	0.2447550801403372	0.24241773248733023	0.42095193721571145	0.18828367912897614	0.1664618111725349	0.175219838539601	0.19345807271156334	0.14415179151112767	0	0.33745800094354284	0.27178467131524797	0.2737395306567597	0.22717411317115122	0.2543498399438462	0.38059163808461527	0.16078581507309764	0.21737541239131153	0.25676250238792164	0.1988909697803497	0.17562626685913785	0.22065555418316696	0.15311344644429026	0.43194949356790036	0.20943323188106766	0.20161395891845857	0.20960565633471118	0.2132289162362465	0.48033552380537103	0.19358511420813018	0.38064065897425803	0.2615780252698895	0.2510927445862847	0.16822740636153177	0.27631448572193507	0.24894990287005148	0.16512748527393228	0.16784684570206343	0.14910448415663913	0.16839796429776144	0.2994300581860929	0.43685284882300346	0.14763689765091192	0.15627854063625968	0.19517898829204727	0.1983179620744605	0.4087676505582313	0.32253704009983	0.24660621469229604	0.1698887356190053	0.15057399760077572	0.1772212611021211	0.15662712085037223	0.24747612089728643	0.14727790185924927	0.16404000738402125	0.27837181686214274	0.14432096578122677	0.13553481168974602	0.19052818924333437	0.28178072199927273	0.22630859552210736	0.24892558935001463	0.15739047191876432	0.1851280362476242	0.3046007723737887	0.22855396227758007	0.24407063907159698	0.20036093289727464	0.14114998986992977	0.2306745848375349	0.3681563658171949	0.37903398649451203	0.2716529106061144	0.27830861493279824	0.30921992015496147
input//SystemofaDown.edges	0.30891329436761095	0.35615780056045976	0.3782827827769085	0.33940155344157574	0.3167069977541984	0.33475147496988766	0.3503764432477552	0.3318411473191816	0.33745800094354284	0	0.3618410546976011	0.32476055685908145	0.3154969904854549	0.2435682566767915	0.3333914833159435	0.31700363659744213	0.3349785814281613	0.2964653162422368	0.3140722594479105	0.34199664575235655	0.29649613202856917	0.3658054244628578	0.38848813723145015	0.3693615606663133	0.31617769545834584	0.30278628424173415	0.3147739820458507	0.44682793405926946	0.3238275584071394	0.342140914668147	0.3379428939946889	0.2802445269437238	0.3214663020819013	0.26947497130213105	0.26808754119824607	0.3127271782216682	0.3243815141684251	0.3250695053835684	0.3536072984609797	0.28418414095971445	0.39214699494923067	0.3482145322520399	0.34088344543915805	0.3784696814559695	0.30194692973315407	0.37811804679856165	0.2883175863169173	0.2645284846859397	0.3210630971994919	0.3164498591804775	0.323263966063009	0.32216934359311267	0.27981955435586103	0.3388609213704339	0.33255524274315107	0.32510895727691236	0.31677164672566827	0.32360029277555524	0.3801571851584641	0.28811219403931054	0.29427791046597873	0.34249169438724125	0.3132862028314629	0.3128059951359574	0.33591239042874455	0.2863012188591042	0.32266764681563465	0.3242809251791928	0.30989823362792646	0.34695523021763297	0.34524024862629143	0.3859279881297304	0.3679695946689421	0.2970939255657655	0.3697553623957113
