0	1
2	0
2	1
2	3
2	4
2	5
2	6
2	7
2	8
2	64
4	1
6	0
6	3
8	0
8	3
9	1
9	3
9	4
9	5
10	2
10	3
10	9
11	12
13	7
13	10
13	14
15	16
17	18
17	30
17	65
17	117
17	124
17	289
17	290
17	291
17	407
17	409
19	20
19	21
19	22
19	23
19	24
19	31
19	133
19	215
19	216
19	217
19	338
25	20
25	21
25	22
25	23
25	24
25	114
25	132
25	133
25	215
25	216
25	217
25	226
26	27
26	341
27	338
27	341
28	29
28	81
28	115
28	116
28	125
28	182
28	183
28	184
28	185
28	186
28	187
28	188
28	189
28	240
28	379
32	33
34	35
34	260
34	354
34	355
34	356
34	357
36	37
36	38
36	263
36	274
36	359
36	372
36	373
37	38
38	34
39	40
39	41
42	40
43	17
43	44
43	45
43	46
43	47
43	288
43	405
43	406
48	49
48	50
49	50
50	122
51	52
51	53
52	53
53	61
54	55
54	56
54	57
54	58
54	59
54	60
54	248
54	252
54	253
54	254
54	255
54	404
59	281
60	403
61	54
61	252
61	253
61	254
61	256
61	257
61	258
61	259
62	63
62	75
62	382
66	48
66	67
66	299
68	69
70	71
70	123
70	126
72	73
72	74
72	75
76	74
76	75
77	75
77	78
77	79
77	80
82	83
82	84
82	85
82	113
82	130
82	133
82	135
82	139
82	175
82	176
82	213
82	226
82	228
82	229
82	230
82	231
82	232
82	233
82	234
82	235
82	236
82	453
82	459
86	87
86	412
87	88
87	89
87	90
91	92
91	314
91	413
93	92
93	314
93	413
94	68
94	87
94	310
94	311
94	326
94	328
95	96
95	160
96	513
97	98
97	263
97	359
99	98
99	354
100	98
100	261
100	277
100	336
101	98
101	261
101	277
101	279
101	335
102	103
102	104
104	260
105	48
105	106
105	147
105	148
105	149
105	427
105	434
105	435
105	436
106	514
107	108
107	454
109	110
109	111
112	107
113	109
113	112
113	408
118	117
118	384
118	385
119	117
119	118
119	303
119	347
119	384
119	386
119	387
120	117
121	117
122	123
122	380
122	381
122	408
122	410
124	117
124	408
124	411
126	185
126	186
126	187
126	199
127	128
127	191
129	130
129	214
130	151
131	132
131	215
132	427
132	430
132	431
134	135
134	214
136	132
136	137
136	223
136	224
136	225
137	150
137	430
137	431
138	137
138	224
138	227
138	398
138	399
138	400
138	401
139	11
139	13
139	130
139	135
139	140
139	141
139	142
139	143
139	144
139	384
139	386
139	387
139	430
139	431
139	432
139	433
139	455
139	456
144	385
145	146
148	147
148	162
148	166
148	167
152	105
152	147
152	148
152	153
152	154
152	155
152	156
157	105
157	148
157	158
159	160
159	282
161	162
163	148
164	105
164	148
165	145
165	146
165	150
165	162
165	455
168	169
168	170
168	171
168	437
172	169
173	48
173	171
173	174
177	19
177	131
177	178
177	227
177	237
177	396
178	426
179	180
180	515
181	28
181	32
181	342
181	343
181	344
181	345
181	346
185	351
186	402
187	460
190	189
191	192
191	383
193	190
194	195
196	190
197	192
198	192
200	201
200	202
203	204
203	397
205	206
206	129
206	134
206	207
206	208
206	209
206	210
206	211
206	350
206	405
206	406
206	407
210	408
211	124
211	213
211	409
212	129
212	134
212	207
212	208
212	209
212	210
212	211
212	350
212	405
212	407
218	179
219	220
219	221
222	179
238	239
239	394
239	395
241	242
241	243
241	244
245	244
246	51
246	247
246	349
248	249
250	251
260	425
261	97
261	262
262	102
263	265
264	246
264	265
264	360
266	51
266	264
266	265
266	358
266	366
267	36
267	51
267	263
267	266
267	268
267	275
267	332
267	333
267	367
269	101
269	270
269	277
270	280
271	101
271	270
271	277
272	99
272	261
272	270
272	277
273	261
273	263
273	266
273	274
273	354
273	359
273	370
275	36
275	261
275	263
275	266
275	274
275	354
275	357
275	359
275	369
275	371
276	261
276	265
276	374
277	265
277	375
278	266
278	268
278	334
278	368
278	371
278	376
278	377
278	378
279	280
282	512
283	284
284	287
285	286
292	293
292	348
294	295
294	296
294	297
294	298
294	391
300	113
300	119
300	293
300	299
300	301
300	302
300	347
304	305
305	306
305	307
305	308
308	313
309	306
309	307
309	310
309	311
309	312
315	316
315	317
315	329
315	414
315	415
315	416
318	304
318	306
318	307
318	316
318	317
318	319
318	329
320	304
320	318
321	306
321	307
321	308
321	309
321	311
321	312
321	315
321	322
321	323
321	324
321	325
321	327
321	416
325	326
325	421
325	422
327	306
327	307
327	316
327	317
327	326
327	423
329	310
329	311
329	312
330	320
330	321
330	331
330	417
332	337
334	36
334	261
334	266
334	273
334	275
334	332
334	369
335	277
335	332
335	357
335	371
339	340
352	353
353	267
355	359
358	261
359	368
361	269
361	271
361	272
361	277
361	362
361	363
361	364
361	365
362	277
363	277
363	335
364	100
364	277
365	277
365	357
366	440
366	441
366	442
366	443
366	444
366	445
366	446
366	447
367	276
367	361
373	354
373	357
373	371
378	452
384	388
385	389
385	390
386	390
387	390
392	393
394	395
395	82
407	408
412	315
412	415
412	416
415	327
415	418
415	419
415	420
417	315
417	414
424	94
426	427
428	429
438	439
440	450
441	450
445	448
445	449
448	449
451	445
452	516
457	458
512	168
513	172
514	173
515	238
516	352
