	input//#ImolaGP.edges	input//#BuenFinSeguro.edges	input//Maluma.edges	input//KAROL.edges	input//#UnPeligroParaMexico.edges	input//#SiguesTuLopez.edges	input//#MasterChefMx.edges	input//SystemofaDown.edges	input//Halloween.edges	input//Worlds2020.edges	input//Chile.edges	input//#MatriomonioIgualitarioPuebla.edges	input//#Elecciones2020.edges	input//Rayados.edges	input//Viena.edges	input//#TarjetaRosa.edges	input//#Fakeministas.edges	input//Pfizer.edges	input//#JusticeForJohnnyDepp.edges	input//#TheMandalorian.edges	input//#POSITIONS.edges	input//#LordMontajes.edges	input//Trump.edges	input//#LaBrujaDelPalacio.edges	input//Coco.edges	input//FONDEN.edges	input//#RatitaNoEstasSolo.edges	input//#XSXFridgeSweeps.edges	input//#1MTrajeados.edges	input//#CovidDerrotaAPuebla.edges	input//Censura.edges	input//#JustiiciaParaAlexis.edges	input//#OfrendaEdomex.edges	input//DiaDeMuertos.edges	input//#SoloLasMujeresMenstruan.edges	input//#HappyAuronDay.edges	input//#Confetti.edges	input//#FelizMartes.edges	input//Pumas.edges	input//Chivas.edges	input//#nosfaltajorge.edges	input//Bob_Esponja.edges	input//#FelizMiercoles.edges	input//Yakult.edges	input//Manchester_United.edges	input//#SerieMundial.edges	input//#ByeByeTrump.edges	input//Greta.edges	input//#TrumpvsBiden.edges	input//#Temblor.edges
input//#ImolaGP.edges	0	0.04070418640626472	0.047786441503139265	0.03847097884498052	0.058158341339925035	0.06945091440051565	0.05102408289512883	0.029212935017145503	0.035042747273330455	0.03491448026125621	0.03825985891870454	0.04386777162243449	0.03221269004653338	0.03692774297663293	0.03430844471303063	0.05132233234696071	0.05897149859264539	0.031800521474372845	0.05763641323688995	0.03823481307916465	0.04000924536649608	0.033191532068634344	0.033678694184789304	0.03650282930025173	0.032114684104837976	0.04235592510549102	0.053024771801891024	0.037896256367065395	0.03693031875678554	0.05395552024229555	0.04431926281509879	0.035030891875698855	0.0389282344043449	0.038958566706544295	0.06142921074656793	0.05576382253816947	0.032324999264059184	0.038466000573396664	0.04398356879563048	0.040283265192007534	0.03802016615260129	0.0444400106303795	0.026338664260728728	0.043144114282128054	0.029220299283898576	0.030280073593206502	0.03203418718916129	0.032287241996611704	0.03188846604294149	0.043811104927639954
input//#BuenFinSeguro.edges	0.04070418640626472	0	0.05309575895404317	0.010049918304934291	0.06930604562000353	0.09051461634763003	0.0697087829120594	0.044817586916855334	0.04042197815757698	0.05708509605942913	0.05178203206928522	0.036818415292564244	0.03850335314912623	0.044968812728899854	0.036242720287119945	0.04394608747521789	0.07021321901801081	0.05004851427445256	0.07093095252079029	0.06082925754964785	0.0590804332396182	0.022453740249583132	0.03980302349972509	0.02067690479090356	0.05250857032360701	0.03751037173049809	0.046128378730160735	0.041038384111256154	0.04317215160977095	0.0715730893679345	0.041373642933563826	0.025838403564209744	0.03864267085231832	0.04929834582129344	0.07214901660637596	0.0667801887535191	0.0300449621082699	0.03482255534951095	0.06184442620324315	0.06142634730836283	0.04521128012882003	0.052203835260377085	0.04295684317894988	0.05068605176936758	0.04631638525777171	0.04367320171839695	0.03793255382204841	0.047737405695471136	0.0454804191977658	0.05550717501534619
input//Maluma.edges	0.047786441503139265	0.05309575895404317	0	0.04653250626186667	0.0625510962274115	0.07711920031736152	0.05503124305488116	0.05594757174536136	0.04870137959925336	0.05435958645686523	0.059465793304721126	0.06459651685019896	0.03703601981567073	0.04547800147659142	0.047843721215797164	0.07220149753132599	0.07781622675141586	0.05091850959115585	0.07188406988258689	0.0538925090302842	0.04962088719239699	0.05284835270714194	0.03807819085650177	0.058507795581736355	0.050861548197997375	0.04406816828096849	0.06813858478038548	0.0609574244963792	0.044690230095240424	0.06571969930985544	0.0437812399620765	0.052583764523645105	0.037170159035973316	0.04561469993288758	0.0702237839354759	0.06091545582382063	0.050634270198933296	0.04430806330818127	0.0686220264769084	0.04841282587302109	0.04773177462878064	0.05147258713620795	0.04732179815397253	0.04587821102870726	0.04942644659125861	0.04521141741493906	0.046371683419322074	0.04222118827660393	0.03987768711739781	0.04308077987355041
input//KAROL.edges	0.03847097884498052	0.010049918304934291	0.04653250626186667	0	0.060462592927958525	0.08209459057620849	0.060852650553041676	0.0390625655099216	0.0319758551915168	0.04815196777957087	0.042798629523872145	0.04325172977164571	0.030187635505896426	0.04075455183522314	0.02864472740277957	0.03468517012262584	0.06150100780922685	0.041437426839005864	0.062249183040221756	0.0541267378513095	0.05394473358425922	0.02743021725754269	0.030881914042237057	0.027126145481662256	0.04356731551250259	0.03460484006787756	0.03696662191875544	0.040615054675437356	0.040094706342506115	0.06570555631273611	0.035115634605345836	0.019858479230695725	0.030527923262773204	0.043509117894421356	0.06348810106701397	0.058864534874822905	0.0226294407356612	0.03897373624121103	0.055301183943965104	0.0576650631237583	0.04038580153720639	0.045589579096081634	0.036027795976397714	0.04388649675363032	0.03831859475700128	0.03863640417731018	0.030480186151125577	0.04098682302602952	0.04051338576440422	0.046326299240386226
input//#UnPeligroParaMexico.edges	0.058158341339925035	0.06930604562000353	0.0625510962274115	0.060462592927958525	0	0.07159273738826244	0.05680063011986658	0.06774022592969153	0.05750041305341613	0.053430978900306014	0.06233779153108987	0.08744474857212348	0.05525510284320745	0.06927504967037756	0.06324918021424963	0.044135200096723004	0.0647252351009795	0.04799378179180935	0.04694803062212538	0.05300227718032846	0.0575168192387574	0.06481161509499533	0.055533877776699825	0.06904775137001262	0.04936234370941861	0.06466978052239192	0.04328269234215154	0.06478473008125463	0.030338130553610565	0.07508539450267027	0.06065658834852383	0.06191786398412735	0.04222704132764277	0.06184716734148332	0.047710095438015854	0.004077288739818941	0.049329930017106394	0.04733817016125297	0.06103806333216377	0.06102047699329294	0.07211055059687144	0.044846208942930565	0.057777358040447924	0.02279681696831004	0.055078334519899075	0.0646093872808906	0.06788672480425184	0.05263183446625064	0.05359316544414838	0.057573544871868165
input//#SiguesTuLopez.edges	0.06945091440051565	0.09051461634763003	0.07711920031736152	0.08209459057620849	0.07159273738826244	0	0.059184612500666534	0.07308336645541125	0.07651822765070848	0.07229193729564132	0.07685055211769298	0.08774683859265808	0.07584635939867701	0.07252579073548704	0.07561549444927629	0.07070323617526642	0.074625153685411	0.07030467505941274	0.06213717975839628	0.07223386576513446	0.0723820398358922	0.08003137511478131	0.07440444551822545	0.08371234996976995	0.06978729543247408	0.08128512307777913	0.07210665149568296	0.07935643111438406	0.07380350261290614	0.08084501859799764	0.08137405080319438	0.07246236136536577	0.06942755853822846	0.05852219769174327	0.05208886991233774	0.07050792228740654	0.06982525389130234	0.07909451561147574	0.07132820894164305	0.06149813526690595	0.0769365615069676	0.055840566659631774	0.07494115366711973	0.07140706818445797	0.06575921524552686	0.07262140967803421	0.07609528436317803	0.07210634050437192	0.06854220656035737	0.0744286453703279
input//#MasterChefMx.edges	0.05102408289512883	0.0697087829120594	0.05503124305488116	0.060852650553041676	0.05680063011986658	0.059184612500666534	0	0.05682293061262078	0.054401513077421915	0.05121900483575803	0.05640329236533714	0.06767002081586804	0.05204458414040358	0.05751004771004664	0.05586113995777542	0.06294690378967172	0.07047222306518552	0.04599954922142202	0.044868409584077895	0.05134145221054642	0.04497502390604857	0.0641820307304255	0.047745576208238716	0.06632745514473082	0.047111919083764775	0.05901161468561078	0.06120136696782641	0.0625580438713037	0.04420784184285542	0.06264745125649474	0.05821307754672678	0.061477691613168295	0.053355941122655626	0.04076778686553695	0.06651204160394908	0.05714990006565146	0.051436419211880025	0.05948688864416396	0.06936120507517363	0.053528222877023524	0.058317741389894207	0.050139360157522184	0.04868076862033299	0.04328783258746216	0.044688259712091116	0.051879167394262016	0.05201172135427046	0.049377092327553385	0.044202722417512	0.03511204405107615
input//SystemofaDown.edges	0.029212935017145503	0.044817586916855334	0.05594757174536136	0.0390625655099216	0.06774022592969153	0.07308336645541125	0.05682293061262078	0	0.03019110519491952	0.03553380998431821	0.032465740250889996	0.03721468702844233	0.03345389952091726	0.04341373730702158	0.025345016204903925	0.048708405924522635	0.047928662619030504	0.027992801163722714	0.06424448552518347	0.04113160476685829	0.03931616033886309	0.04016031324956282	0.03440840148321567	0.041766952182116235	0.03008013542179	0.050007693060001523	0.05196602886908264	0.036564508711758203	0.05033516506775326	0.05317326587264193	0.055551848223930334	0.03864568397745649	0.051761127262214934	0.04325301047070018	0.06738875266717925	0.06555705743990659	0.03179142548976821	0.054684342819397935	0.04264144155182226	0.05095399740177098	0.036334865429005436	0.05400711386578094	0.029067558076586675	0.0539465135416477	0.0258577104495451	0.034872792895286886	0.02473309144722946	0.03846825272286147	0.0381472405405725	0.046679413073558274
input//Halloween.edges	0.035042747273330455	0.04042197815757698	0.04870137959925336	0.0319758551915168	0.05750041305341613	0.07651822765070848	0.054401513077421915	0.03019110519491952	0	0.03375406844139883	0.027619232779390268	0.03775506711511878	0.024190411437972625	0.045485939800033015	0.023313640073549524	0.04586593452566379	0.04215257603108513	0.024625190731369373	0.06362994141261724	0.04028209701560215	0.042889512913776406	0.036216467555248655	0.027225720589450053	0.04276759220312387	0.022156929923623725	0.05509705272948706	0.041423700692357235	0.044197288044305894	0.044792827030553095	0.0498071208978188	0.051602215973382215	0.03419970694500274	0.04366044512121825	0.03766189211477866	0.06605655492753648	0.05599839341995405	0.02541544702102383	0.04875738329873591	0.04970340592598821	0.05464245220954311	0.029877005699075476	0.052365231662619194	0.03203577725143181	0.04628493007274337	0.02531534643053046	0.03719923676963954	0.027717321994684574	0.030053427156677692	0.034569922034929035	0.03769095616434659
input//Worlds2020.edges	0.03491448026125621	0.05708509605942913	0.05435958645686523	0.04815196777957087	0.053430978900306014	0.07229193729564132	0.05121900483575803	0.03553380998431821	0.03375406844139883	0	0.03758608516828277	0.05576896289861799	0.03268907910723995	0.048503521652798476	0.0352612881310681	0.049737050680735084	0.0509530346504562	0.02733922068972483	0.05715278666487933	0.03598617976200691	0.03984419204853018	0.0518448829039736	0.035238676164875304	0.05667514227868309	0.028867204344964814	0.05760139354898719	0.04876317949437947	0.051659707512815345	0.048439296172137714	0.056765014277111114	0.05780141387206805	0.05111054347614852	0.04835112813156062	0.04571960937069941	0.06324028006434934	0.05341251377570477	0.040073848429423076	0.05427211421349687	0.044149321859250024	0.052219896827781165	0.042078485992070425	0.05786275786477324	0.0356145703697931	0.051359568583452586	0.032733798219567345	0.03738409697565126	0.03612104220655166	0.0317946505636969	0.04087755735251719	0.03964523595425817
input//Chile.edges	0.03825985891870454	0.05178203206928522	0.059465793304721126	0.042798629523872145	0.06233779153108987	0.07685055211769298	0.05640329236533714	0.032465740250889996	0.027619232779390268	0.03758608516828277	0	0.04439378944658268	0.03741784762721334	0.050068992454254	0.026735870127051697	0.04947585877312832	0.046471044606786194	0.026673533912939362	0.06618180287587416	0.027194314689206744	0.0459294140713552	0.050915683004024825	0.03871801746736259	0.05214056169975945	0.025966608487796083	0.05704716085225847	0.053579085572116214	0.04912399583885563	0.05278822407512529	0.05174787450802831	0.058918367216122314	0.04822620429812763	0.04841547116747613	0.040556532566208725	0.06728578788427109	0.061336442627597854	0.03797954648160362	0.053920493274666526	0.04506960072565869	0.041304295310310435	0.03645779007080352	0.05623384725244762	0.031479545864532055	0.055467479340239545	0.025834801067881608	0.04348846898667802	0.03227121681169043	0.0401323043986892	0.043322089518642914	0.04846310487834116
input//#MatriomonioIgualitarioPuebla.edges	0.04386777162243449	0.036818415292564244	0.06459651685019896	0.04325172977164571	0.08744474857212348	0.08774683859265808	0.06767002081586804	0.03721468702844233	0.03775506711511878	0.05576896289861799	0.04439378944658268	0	0.046414959103904474	0.05278678209947185	0.03791693831108334	0.06411204092321121	0.05832529294239752	0.04874801685891861	0.08283518614386842	0.05949068395136192	0.05901920866500676	0.03689044521873042	0.04556547692370927	0.02807355710809345	0.04897559733602974	0.054823297789467484	0.06822337543729562	0.05190074819717361	0.059208568160880826	0.05930365245926361	0.06053203322117928	0.037728394281934974	0.060224288294429607	0.060795623685678035	0.08667010741868719	0.08501977156909613	0.04525893463452879	0.05715156892497564	0.06461807260162944	0.06948580220636558	0.03656582509271211	0.06763720947396712	0.05023919857410952	0.0657730996563638	0.04291473563191872	0.0448468412540326	0.030008061635483863	0.0514737189060952	0.05301203291727219	0.05953283831003986
input//#Elecciones2020.edges	0.03221269004653338	0.03850335314912623	0.03703601981567073	0.030187635505896426	0.05525510284320745	0.07584635939867701	0.05204458414040358	0.03345389952091726	0.024190411437972625	0.03268907910723995	0.03741784762721334	0.046414959103904474	0	0.03210023703576592	0.02500106728565399	0.049993064328733405	0.054763973562879986	0.025603278383952266	0.0626859761656755	0.040410449000427784	0.03885685473038347	0.03622952456407247	0.017999388557190077	0.042601805488328814	0.027293690939863335	0.043016016495962206	0.0464435199241241	0.04387129431521164	0.04356432288653622	0.057985534724343535	0.041877616778786875	0.03538619905804119	0.03381480867067066	0.03261407153985019	0.06604144680046597	0.05431545948836003	0.03016574899995783	0.04250533342613638	0.04791809837088057	0.047642040359948123	0.03228700780379101	0.05314243613648684	0.02910858504642333	0.044816543960307875	0.027014646660376895	0.02627258789021003	0.025054430924551396	0.0282191597535828	0.02739653690330701	0.0359623155926907
input//Rayados.edges	0.03692774297663293	0.044968812728899854	0.04547800147659142	0.04075455183522314	0.06927504967037756	0.07252579073548704	0.05751004771004664	0.04341373730702158	0.045485939800033015	0.048503521652798476	0.050068992454254	0.05278678209947185	0.03210023703576592	0	0.03769689175121238	0.06282614083267446	0.06487613389563052	0.04475707941644158	0.06947547834875056	0.05013116688880814	0.04114747282222342	0.042741960249017885	0.0327159833530869	0.04674889270013316	0.04595884339994549	0.043425510869934736	0.06153926527548648	0.047272560867139934	0.048777650813956464	0.06458210101535211	0.04413663067446605	0.043646131893386286	0.04067407943695711	0.04364362835210989	0.0652205321276953	0.06702083432924333	0.042953352978219006	0.04281483544961728	0.05373379276348389	0.04092926411919262	0.03995947974745884	0.04927790190065551	0.04130314347152608	0.053906982422473604	0.03847729433465785	0.02845971699700589	0.036639418620080244	0.04004714284637245	0.0285949760569284	0.04544318553762727
input//Viena.edges	0.03430844471303063	0.036242720287119945	0.047843721215797164	0.02864472740277957	0.06324918021424963	0.07561549444927629	0.05586113995777542	0.025345016204903925	0.023313640073549524	0.0352612881310681	0.026735870127051697	0.03791693831108334	0.02500106728565399	0.03769689175121238	0	0.04438292698614521	0.04234897093017265	0.026446339261587237	0.0654342480398542	0.03898584854976295	0.03450122243733156	0.039166924076988074	0.026269366901836455	0.04261966109165072	0.030558444538844598	0.04050893423753943	0.04726329134932261	0.04213714465043206	0.04853117496340187	0.05265002851773215	0.04596516649839888	0.03937577396647962	0.03827825121448758	0.038556228340766774	0.06721146026541236	0.06110021524059728	0.02749874343885461	0.04450002660006647	0.04794344322542987	0.05089752390180757	0.02922017586540193	0.05504858071807539	0.03347559675432388	0.05292042193841584	0.024538864186558262	0.03168384918834766	0.01920427124019286	0.03288753795972721	0.034585803724276665	0.03761637697334341
input//#TarjetaRosa.edges	0.05132233234696071	0.04394608747521789	0.07220149753132599	0.03468517012262584	0.044135200096723004	0.07070323617526642	0.06294690378967172	0.048708405924522635	0.04586593452566379	0.049737050680735084	0.04947585877312832	0.06411204092321121	0.049993064328733405	0.06282614083267446	0.04438292698614521	0	0.04474675436826403	0.04127063187419189	0.0470292383199874	0.058474727820499006	0.060880167265408125	0.04799320002160856	0.050384891831977585	0.05025474209724268	0.04637583152352487	0.05928112550793907	0.024880662184524116	0.050849132066599245	0.04815918026040622	0.07532659348625514	0.0628716689522576	0.044940789900918765	0.05174189701020926	0.05899612624309791	0.04839184607107916	0.04495704311085558	0.030370272300901058	0.059926652910975986	0.054218442761723495	0.06600774793228203	0.06292668184997285	0.04971172996385209	0.04767575658412593	0.046618540065297975	0.04454030955467758	0.057537092369255305	0.050512394158894414	0.05640086058312832	0.05191652946701664	0.062096661787465646
input//#Fakeministas.edges	0.05897149859264539	0.07021321901801081	0.07781622675141586	0.06150100780922685	0.0647252351009795	0.074625153685411	0.07047222306518552	0.047928662619030504	0.04215257603108513	0.0509530346504562	0.046471044606786194	0.05832529294239752	0.054763973562879986	0.06487613389563052	0.04234897093017265	0.04474675436826403	0	0.0439502411227336	0.0638621335389381	0.05851090608694631	0.054665624855172124	0.06535463256106144	0.05294841454446064	0.06746308157453307	0.04526776121534437	0.07098554994319328	0.047190727358234597	0.06255609455602307	0.067511658156448	0.062495765519382074	0.07623692295878304	0.06418199883598141	0.06917404974550834	0.06466046942534187	0.06532240642700649	0.0635428038644702	0.05110029379209746	0.07327417360794897	0.05685443236244092	0.0752644561857505	0.052066768096301064	0.06723847854958842	0.056940023078142055	0.06499392714540031	0.046095274732934066	0.05872479800569097	0.048102199460384854	0.056611019010473274	0.058708421571820546	0.060898777034771534
input//Pfizer.edges	0.031800521474372845	0.05004851427445256	0.05091850959115585	0.041437426839005864	0.04799378179180935	0.07030467505941274	0.04599954922142202	0.027992801163722714	0.024625190731369373	0.02733922068972483	0.026673533912939362	0.04874801685891861	0.025603278383952266	0.04475707941644158	0.026446339261587237	0.04127063187419189	0.0439502411227336	0	0.05101807317976492	0.030181885306426515	0.035269402871746514	0.0420818651333118	0.02658877197864873	0.04864913657773229	0.014789329747418756	0.054151653199811745	0.04177085362587574	0.0418994177542944	0.039993944846812846	0.05341093136164399	0.05350223952459643	0.04154586224240431	0.044052074426478405	0.0336632006564106	0.05699837582964762	0.046586132760735754	0.028547417588761448	0.04921326182153807	0.04042503069379633	0.04224810721492833	0.03819835597697796	0.047008994177135555	0.028695391593903108	0.040549943095559815	0.02071525779042549	0.03466856687576536	0.029226607651879455	0.030986195474998035	0.03075754238074868	0.03988886550118931
input//#JusticeForJohnnyDepp.edges	0.05763641323688995	0.07093095252079029	0.07188406988258689	0.062249183040221756	0.04694803062212538	0.06213717975839628	0.044868409584077895	0.06424448552518347	0.06362994141261724	0.05715278666487933	0.06618180287587416	0.08283518614386842	0.0626859761656755	0.06947547834875056	0.0654342480398542	0.0470292383199874	0.0638621335389381	0.05101807317976492	0	0.061102402175794546	0.049516091919242	0.06054199652839143	0.06272337006991946	0.06826478020244287	0.05300886145210404	0.06537825449187529	0.04965465313867168	0.06444760877710731	0.049675468190562455	0.07525361908082984	0.0627104432545138	0.055891888023840264	0.0485944387499081	0.06926477683931287	0.04845198796321337	0.046196827788289596	0.05198830652120756	0.060258352511060154	0.060861518687328364	0.06357186520962432	0.07135577236646984	0.049133066197354136	0.0602543563387119	0.04688083576521551	0.05743742209107294	0.059346372899782174	0.06594483227408776	0.054640301261599244	0.05930091842113561	0.04869905615978942
input//#TheMandalorian.edges	0.03823481307916465	0.06082925754964785	0.0538925090302842	0.0541267378513095	0.05300227718032846	0.07223386576513446	0.05134145221054642	0.04113160476685829	0.04028209701560215	0.03598617976200691	0.027194314689206744	0.05949068395136192	0.040410449000427784	0.05013116688880814	0.03898584854976295	0.058474727820499006	0.05851090608694631	0.030181885306426515	0.061102402175794546	0	0.03759831596631402	0.05630644088178571	0.04280805291017109	0.06020936929479115	0.0314568082986969	0.05761999778311844	0.05735626902565938	0.05296817098076023	0.04747209911840278	0.057786488279822024	0.05772738333562322	0.05551057712150953	0.04843756829124912	0.04100247997279227	0.06397497648643358	0.05026638883674184	0.04354615614934887	0.049955911994683744	0.04132989228988537	0.03661942234189974	0.04509045195274042	0.05573300843886264	0.033982740516042	0.050431438270521434	0.033310585913449264	0.04295587492797526	0.043074818737625975	0.03176615232410396	0.04284425547634807	0.045256907865183105
input//#POSITIONS.edges	0.04000924536649608	0.0590804332396182	0.04962088719239699	0.05394473358425922	0.0575168192387574	0.0723820398358922	0.04497502390604857	0.03931616033886309	0.042889512913776406	0.03984419204853018	0.0459294140713552	0.05901920866500676	0.03885685473038347	0.04114747282222342	0.03450122243733156	0.060880167265408125	0.054665624855172124	0.035269402871746514	0.049516091919242	0.03759831596631402	0	0.05320682560722334	0.04143875319422141	0.060968682043782474	0.039268770326841174	0.04871801652024654	0.0611437430178432	0.05431604505299503	0.047467303749945344	0.05431000139663533	0.050934634857245364	0.05696293006172115	0.042878627669809655	0.049678927111102444	0.06432171929992969	0.05459089527048144	0.045706562727586886	0.042140643367764685	0.04998000925779433	0.044743780603658356	0.04056186854427546	0.05448007581072789	0.045016776863840424	0.052123674550557775	0.038726237524706164	0.03526673535047198	0.038317748741245716	0.028804317667370793	0.03887435656769822	0.03178326282903621
input//#LordMontajes.edges	0.033191532068634344	0.022453740249583132	0.05284835270714194	0.02743021725754269	0.06481161509499533	0.08003137511478131	0.0641820307304255	0.04016031324956282	0.036216467555248655	0.0518448829039736	0.050915683004024825	0.03689044521873042	0.03622952456407247	0.042741960249017885	0.039166924076988074	0.04799320002160856	0.06535463256106144	0.0420818651333118	0.06054199652839143	0.05630644088178571	0.05320682560722334	0	0.036584457547705784	0.020219895934885934	0.046658766193636514	0.04128463055953946	0.04733067219175491	0.03719172876133703	0.041585327060717825	0.06944868855451403	0.04272845067385256	0.021956338093501282	0.03577519957117725	0.04636566191424274	0.06737995785570239	0.062334823201014355	0.025593385589547157	0.032603831157833274	0.057944623670193596	0.05428732750493259	0.043600942522865505	0.04954963030894244	0.039140685865386105	0.04796048050088142	0.04072074834633699	0.03858778574727495	0.03706289299535381	0.04268372228190209	0.040176397668250874	0.0550814356435636
input//Trump.edges	0.033678694184789304	0.03980302349972509	0.03807819085650177	0.030881914042237057	0.055533877776699825	0.07440444551822545	0.047745576208238716	0.03440840148321567	0.027225720589450053	0.035238676164875304	0.03871801746736259	0.04556547692370927	0.017999388557190077	0.0327159833530869	0.026269366901836455	0.050384891831977585	0.05294841454446064	0.02658877197864873	0.06272337006991946	0.04280805291017109	0.04143875319422141	0.036584457547705784	0	0.04123582867926612	0.03000119588218919	0.03956362005355096	0.047392892545526255	0.04551836345505067	0.04233663877043348	0.05762855326050631	0.04150565588752253	0.03467583577507216	0.03557921967585609	0.0336452774124556	0.06637279387430439	0.05459626284177865	0.0315408662164135	0.04572262966726215	0.048001104051177745	0.04976439806231514	0.030623956986669643	0.051534676507537514	0.03149958562991384	0.04172182815366188	0.028249027102214774	0.028391212245144626	0.02535002265290287	0.03087300436194429	0.024858821127418662	0.0324821634079846
input//#LaBrujaDelPalacio.edges	0.03650282930025173	0.02067690479090356	0.058507795581736355	0.027126145481662256	0.06904775137001262	0.08371234996976995	0.06632745514473082	0.041766952182116235	0.04276759220312387	0.05667514227868309	0.05214056169975945	0.02807355710809345	0.042601805488328814	0.04674889270013316	0.04261966109165072	0.05025474209724268	0.06746308157453307	0.04864913657773229	0.06826478020244287	0.06020936929479115	0.060968682043782474	0.020219895934885934	0.04123582867926612	0	0.051119959994273434	0.042140665167906266	0.05094386580360599	0.039381602430434426	0.04098664329726476	0.06845905762832227	0.04358972015220808	0.0214312923474127	0.043800156859486794	0.05395769041208964	0.07044739329947336	0.06667270492262312	0.030081350208112312	0.038451225264045874	0.05963362837279251	0.05949188607152933	0.04777188710013547	0.049737000950035415	0.04187417865357124	0.04805076776739148	0.04277858259432077	0.04236084829675968	0.03769708903097313	0.05003359384466144	0.04510160849529177	0.05939296866569854
input//Coco.edges	0.032114684104837976	0.05250857032360701	0.050861548197997375	0.04356731551250259	0.04936234370941861	0.06978729543247408	0.047111919083764775	0.03008013542179	0.022156929923623725	0.028867204344964814	0.025966608487796083	0.04897559733602974	0.027293690939863335	0.04595884339994549	0.030558444538844598	0.04637583152352487	0.04526776121534437	0.014789329747418756	0.05300886145210404	0.0314568082986969	0.039268770326841174	0.046658766193636514	0.03000119588218919	0.051119959994273434	0	0.0569983672926333	0.04595749193794796	0.04535198909746896	0.04048250295490197	0.04808442591996076	0.05383123705359549	0.04410713963123436	0.04670888557087405	0.03488605758729335	0.055828273482236845	0.04797238033157558	0.03408423333353483	0.05191039770426786	0.04312260787007072	0.04519803032771119	0.0369337217057677	0.04477502637921793	0.030589966424244053	0.03947060344688946	0.021683975532100774	0.038042825917224854	0.032100326397075385	0.03071174960741374	0.030995561691842144	0.0378474341290177
input//FONDEN.edges	0.04235592510549102	0.03751037173049809	0.04406816828096849	0.03460484006787756	0.06466978052239192	0.08128512307777913	0.05901161468561078	0.050007693060001523	0.05509705272948706	0.05760139354898719	0.05704716085225847	0.054823297789467484	0.043016016495962206	0.043425510869934736	0.04050893423753943	0.05928112550793907	0.07098554994319328	0.054151653199811745	0.06537825449187529	0.05761999778311844	0.04871801652024654	0.04128463055953946	0.03956362005355096	0.042140665167906266	0.0569983672926333	0	0.06400879985527219	0.05154126800125314	0.03886140248955461	0.04892234811188256	0.01845187218874411	0.04446961775110292	0.03400626799937745	0.050989886158454456	0.06802624187172901	0.06254949847831737	0.043731408806444216	0.03796770876739386	0.06629183947360529	0.05299183526601248	0.046983458654836	0.04866654760149436	0.04875870350307676	0.04571072854558966	0.05171770939608966	0.043811662354835246	0.04166533848535492	0.044969718834965366	0.044155707589301985	0.0474337169020248
